Cap_do,Cap_up,demand_th,demand_el,pv,wind
0.031,0.05,0.084,0.753,0.23,0.074
0.031,0.104,0.095,0.747,0.102,0.004
0.031,0.231,0.102,0.732,0.053,0.005
0.007,0.079,0.098,0.711,0.007,0.005
0.001,0.134,0.085,0.715,0.0,0.005
0.014,0.0,0.061,0.681,0.0,0.005
0.001,0.018,0.046,0.624,0.0,0.173
0.022,0.035,0.043,0.58,0.0,0.076
0.016,0.002,0.048,0.546,0.0,0.077
0.013,0.025,0.049,0.527,0.0,0.077
0.032,0.042,0.056,0.52,0.0,0.028
0.029,0.024,0.073,0.525,0.0,0.028
0.021,0.034,0.11,0.527,0.007,0.028
0.003,0.014,0.144,0.542,0.053,0.028
0.053,0.034,0.136,0.597,0.159,0.005
0.047,0.011,0.123,0.65,0.359,0.005
0.001,0.136,0.109,0.682,0.491,0.005
0.03,0.033,0.098,0.693,0.725,0.075
0.073,0.148,0.09,0.7,0.938,0.075
0.044,0.17,0.082,0.679,0.934,0.169
0.069,0.183,0.077,0.648,0.819,0.027
0.003,0.037,0.073,0.623,0.727,0.169
0.017,0.022,0.075,0.611,0.603,0.471
0.008,0.226,0.081,0.602,0.449,0.3
0.008,0.03,0.094,0.61,0.238,0.075
0.014,0.032,0.107,0.617,0.1,0.472
0.03,0.2,0.115,0.615,0.058,0.17
0.011,0.091,0.11,0.603,0.012,0.171
0.031,0.147,0.095,0.618,0.0,0.172
0.061,0.144,0.069,0.602,0.0,0.173
0.053,0.024,0.052,0.548,0.0,0.309
0.0,0.016,0.049,0.505,0.0,0.174
0.02,0.007,0.043,0.474,0.0,0.078
0.02,0.038,0.044,0.456,0.0,0.078
0.001,0.043,0.049,0.448,0.0,0.177
0.008,0.039,0.065,0.45,0.0,0.177
0.004,0.033,0.098,0.448,0.017,0.316
0.028,0.019,0.127,0.448,0.049,0.178
0.001,0.005,0.121,0.479,0.173,0.315
0.05,0.01,0.109,0.526,0.418,0.313
0.041,0.137,0.097,0.558,0.589,0.312
0.035,0.067,0.087,0.579,0.748,0.31
0.027,0.109,0.08,0.61,0.873,0.077
0.006,0.001,0.073,0.594,1.0,0.307
0.019,0.15,0.069,0.565,0.735,0.172
0.089,0.1,0.065,0.537,0.747,0.076
0.083,0.093,0.066,0.526,0.487,0.171
0.041,0.051,0.072,0.525,0.381,0.171
0.059,0.057,0.084,0.548,0.19,0.076
0.01,0.115,0.095,0.575,0.06,0.076
0.017,0.045,0.102,0.583,0.03,0.005
0.053,0.113,0.098,0.588,0.002,0.028
0.003,0.079,0.085,0.616,0.0,0.005
0.059,0.168,0.061,0.605,0.0,0.005
0.022,0.001,0.046,0.551,0.0,0.0
0.03,0.013,0.043,0.509,0.0,0.005
0.011,0.01,0.043,0.49,0.0,0.005
0.026,0.026,0.044,0.482,0.0,0.028
0.015,0.021,0.049,0.485,0.0,0.077
0.003,0.025,0.065,0.506,0.0,0.077
0.011,0.011,0.098,0.551,0.005,0.028
0.078,0.03,0.127,0.663,0.03,0.077
0.034,0.044,0.121,0.756,0.026,0.005
0.027,0.017,0.109,0.798,0.021,0.0
0.06,0.026,0.097,0.806,0.071,0.31
0.028,0.011,0.087,0.821,0.286,0.173
0.047,0.076,0.08,0.842,0.854,0.027
0.068,0.028,0.073,0.832,0.424,0.075
0.056,0.031,0.069,0.824,0.208,0.17
0.017,0.195,0.065,0.812,0.124,0.171
0.06,0.083,0.066,0.798,0.52,0.075
0.054,0.008,0.072,0.78,0.283,0.302
0.016,0.082,0.084,0.774,0.197,0.301
0.064,0.079,0.095,0.774,0.104,0.172
0.037,0.035,0.102,0.763,0.04,0.172
0.05,0.083,0.098,0.747,0.012,0.076
0.065,0.073,0.085,0.742,0.0,0.028
0.049,0.119,0.061,0.689,0.0,0.077
0.015,0.036,0.046,0.615,0.0,0.077
0.014,0.006,0.043,0.564,0.0,0.174
0.028,0.014,0.038,0.539,0.0,0.077
0.015,0.004,0.039,0.526,0.0,0.31
0.043,0.038,0.044,0.528,0.0,0.175
0.001,0.037,0.057,0.547,0.0,0.175
0.043,0.012,0.087,0.592,0.005,0.311
0.007,0.033,0.113,0.691,0.03,0.175
0.039,0.007,0.107,0.777,0.097,0.487
0.048,0.005,0.096,0.814,0.136,0.486
0.05,0.148,0.086,0.821,0.255,0.618
0.097,0.177,0.077,0.835,0.119,0.485
0.127,0.149,0.071,0.854,0.326,0.485
0.015,0.031,0.065,0.843,0.658,0.615
0.118,0.2,0.061,0.835,0.679,0.612
0.09,0.139,0.058,0.821,0.405,0.308
0.03,0.035,0.059,0.804,0.405,0.479
0.008,0.157,0.064,0.789,0.385,0.741
0.058,0.053,0.074,0.784,0.237,0.741
0.002,0.037,0.084,0.782,0.046,0.173
0.029,0.145,0.091,0.77,0.007,0.175
0.003,0.21,0.087,0.75,0.005,0.1
0.037,0.104,0.075,0.744,0.0,0.101
0.004,0.094,0.054,0.7,0.0,0.089
0.052,0.04,0.041,0.628,0.0,0.101
0.029,0.04,0.038,0.578,0.0,0.101
0.004,0.014,0.038,0.552,0.0,0.114
0.012,0.019,0.038,0.538,0.0,0.114
0.116,0.036,0.043,0.543,0.0,0.121
0.02,0.039,0.056,0.564,0.0,0.114
0.067,0.022,0.076,0.6,0.015,0.095
0.021,0.018,0.097,0.698,0.068,0.078
0.019,0.023,0.092,0.783,0.12,0.028
0.008,0.03,0.082,0.822,0.331,0.174
0.037,0.234,0.076,0.824,0.454,0.308
0.058,0.167,0.069,0.839,0.54,0.172
0.054,0.186,0.064,0.858,0.402,0.307
0.056,0.177,0.056,0.842,0.548,0.173
0.108,0.019,0.053,0.827,0.609,0.305
0.062,0.085,0.05,0.808,0.525,0.305
0.025,0.212,0.049,0.796,0.326,0.076
0.036,0.095,0.052,0.777,0.382,0.171
0.034,0.158,0.061,0.771,0.239,0.17
0.04,0.178,0.068,0.767,0.101,0.076
0.008,0.001,0.076,0.759,0.047,0.076
0.019,0.086,0.074,0.736,0.012,0.0
0.007,0.072,0.065,0.743,0.0,0.174
0.032,0.069,0.052,0.701,0.0,0.077
0.061,0.025,0.043,0.622,0.0,0.175
0.042,0.009,0.04,0.576,0.0,0.176
0.021,0.005,0.03,0.549,0.0,0.313
0.006,0.031,0.03,0.535,0.0,0.176
0.001,0.033,0.034,0.536,0.0,0.177
0.022,0.038,0.044,0.554,0.0,0.078
0.011,0.027,0.06,0.591,0.017,0.176
0.008,0.04,0.076,0.688,0.068,0.078
0.046,0.038,0.072,0.769,0.139,0.175
0.035,0.028,0.065,0.802,0.322,0.077
0.049,0.271,0.06,0.81,0.182,0.076
0.089,0.258,0.054,0.825,0.198,0.076
0.079,0.193,0.05,0.838,0.615,0.027
0.112,0.065,0.044,0.828,0.528,0.075
0.024,0.068,0.042,0.819,0.513,0.075
0.13,0.094,0.039,0.803,0.698,0.168
0.063,0.235,0.039,0.789,0.581,0.167
0.021,0.142,0.041,0.771,0.456,0.466
0.077,0.021,0.048,0.766,0.219,0.297
0.051,0.263,0.054,0.765,0.106,0.027
0.049,0.129,0.06,0.757,0.048,0.074
0.042,0.259,0.059,0.737,0.009,0.075
0.03,0.204,0.051,0.737,0.0,0.075
0.057,0.236,0.041,0.692,0.0,0.304
0.072,0.034,0.034,0.625,0.0,0.171
0.013,0.016,0.031,0.577,0.0,0.171
0.025,0.029,0.03,0.551,0.0,0.027
0.035,0.014,0.03,0.537,0.0,0.027
0.053,0.004,0.034,0.54,0.0,0.028
0.038,0.004,0.044,0.556,0.0,0.005
0.044,0.015,0.06,0.59,0.018,0.0
0.031,0.021,0.076,0.688,0.106,0.005
0.029,0.018,0.072,0.77,0.185,0.0
0.0,0.044,0.065,0.81,0.166,0.0
0.044,0.031,0.06,0.813,0.34,0.0
0.082,0.058,0.054,0.825,0.683,0.005
0.015,0.124,0.05,0.838,0.748,0.0
0.031,0.102,0.044,0.825,0.754,0.075
0.055,0.124,0.042,0.804,0.716,0.075
0.01,0.004,0.039,0.785,0.616,0.075
0.04,0.099,0.039,0.767,0.578,0.075
0.028,0.085,0.041,0.754,0.377,0.075
0.021,0.064,0.048,0.753,0.176,0.027
0.016,0.079,0.054,0.75,0.134,0.005
0.04,0.061,0.06,0.734,0.057,0.0
0.03,0.039,0.059,0.707,0.009,0.0
0.015,0.038,0.051,0.709,0.0,0.0
0.008,0.007,0.041,0.675,0.0,0.0
0.049,0.032,0.034,0.61,0.0,0.005
0.004,0.023,0.031,0.566,0.0,0.005
0.037,0.041,0.03,0.535,0.0,0.005
0.012,0.009,0.03,0.519,0.0,0.0
0.049,0.037,0.034,0.514,0.0,0.0
0.04,0.02,0.044,0.515,0.0,0.0
0.012,0.021,0.06,0.52,0.005,0.0
0.001,0.031,0.076,0.544,0.069,0.005
0.047,0.035,0.072,0.592,0.196,0.005
0.109,0.01,0.065,0.647,0.343,0.005
0.038,0.044,0.06,0.682,0.566,0.005
0.049,0.15,0.054,0.706,0.702,0.027
0.008,0.094,0.05,0.717,0.964,0.027
0.026,0.063,0.044,0.696,0.799,0.005
0.015,0.14,0.042,0.666,0.665,0.005
0.015,0.106,0.039,0.64,0.452,0.005
0.048,0.026,0.039,0.621,0.552,0.005
0.018,0.007,0.041,0.611,0.482,0.0
0.05,0.137,0.048,0.625,0.223,0.027
0.015,0.217,0.054,0.634,0.076,0.075
0.039,0.105,0.06,0.631,0.047,0.027
0.04,0.054,0.059,0.612,0.012,0.027
0.014,0.066,0.051,0.613,0.0,0.076
0.026,0.072,0.041,0.595,0.0,0.077
0.021,0.025,0.034,0.547,0.0,0.077
0.036,0.02,0.031,0.505,0.0,0.077
0.04,0.018,0.027,0.475,0.0,0.028
0.032,0.017,0.027,0.461,0.0,0.077
0.005,0.035,0.031,0.456,0.0,0.077
0.029,0.008,0.04,0.455,0.0,0.175
0.034,0.03,0.054,0.452,0.018,0.312
0.024,0.044,0.068,0.452,0.062,0.311
0.006,0.012,0.065,0.483,0.196,0.31
0.004,0.003,0.058,0.532,0.356,0.173
0.048,0.089,0.054,0.568,0.53,0.076
0.036,0.07,0.049,0.598,0.737,0.075
0.152,0.135,0.045,0.633,0.885,0.074
0.076,0.006,0.04,0.617,0.891,0.074
0.064,0.123,0.037,0.582,0.729,0.167
0.05,0.033,0.035,0.556,0.634,0.074
0.065,0.017,0.034,0.537,0.543,0.165
0.066,0.113,0.037,0.532,0.267,0.026
0.054,0.037,0.043,0.55,0.137,0.073
0.047,0.016,0.048,0.574,0.062,0.074
0.03,0.204,0.053,0.581,0.097,0.0
0.03,0.026,0.052,0.58,0.032,0.004
0.032,0.137,0.046,0.606,0.0,0.027
0.021,0.12,0.036,0.606,0.0,0.005
0.017,0.045,0.03,0.552,0.0,0.027
0.033,0.018,0.028,0.512,0.0,0.027
0.049,0.011,0.027,0.49,0.0,0.005
0.02,0.003,0.027,0.482,0.0,0.0
0.021,0.009,0.031,0.49,0.0,0.028
0.047,0.01,0.04,0.512,0.0,0.028
0.038,0.034,0.054,0.56,0.009,0.077
0.001,0.011,0.068,0.663,0.023,0.0
0.098,0.037,0.065,0.754,0.073,0.0
0.055,0.018,0.058,0.795,0.109,0.076
0.101,0.071,0.054,0.804,0.141,0.076
0.06,0.058,0.049,0.821,0.165,0.173
0.08,0.183,0.045,0.837,0.18,0.027
0.042,0.061,0.04,0.83,0.439,0.027
0.029,0.061,0.037,0.821,0.734,0.027
0.083,0.194,0.035,0.805,0.702,0.027
0.02,0.126,0.034,0.793,0.284,0.027
0.023,0.22,0.037,0.773,0.259,0.005
0.009,0.213,0.043,0.769,0.208,0.027
0.014,0.166,0.048,0.769,0.117,0.027
0.04,0.189,0.053,0.761,0.063,0.005
0.015,0.062,0.052,0.737,0.012,0.076
0.022,0.067,0.046,0.732,0.0,0.076
0.045,0.171,0.036,0.685,0.0,0.076
0.003,0.026,0.03,0.615,0.0,0.077
0.029,0.014,0.028,0.565,0.0,0.077
0.057,0.012,0.024,0.54,0.0,0.077
0.082,0.037,0.024,0.527,0.0,0.077
0.08,0.016,0.027,0.531,0.0,0.028
0.048,0.036,0.036,0.548,0.0,0.077
0.046,0.001,0.048,0.587,0.009,0.028
0.007,0.0,0.061,0.692,0.06,0.028
0.035,0.017,0.058,0.78,0.119,0.174
0.107,0.004,0.052,0.823,0.26,0.308
0.033,0.088,0.048,0.835,0.505,0.172
0.069,0.047,0.044,0.85,0.731,0.075
0.08,0.16,0.041,0.869,0.847,0.169
0.089,0.128,0.036,0.852,0.878,0.3
0.029,0.039,0.033,0.842,0.765,0.298
0.079,0.091,0.031,0.83,0.696,0.466
0.035,0.066,0.031,0.813,0.585,0.465
0.038,0.302,0.033,0.796,0.431,0.297
0.013,0.248,0.039,0.793,0.234,0.297
0.049,0.203,0.043,0.785,0.088,0.297
0.04,0.116,0.048,0.771,0.054,0.168
0.007,0.308,0.047,0.75,0.014,0.3
0.01,0.036,0.041,0.741,0.0,0.302
0.063,0.117,0.033,0.693,0.0,0.303
0.032,0.012,0.027,0.622,0.0,0.475
0.001,0.025,0.025,0.579,0.0,0.304
0.051,0.016,0.024,0.554,0.0,0.305
0.034,0.018,0.024,0.54,0.0,0.305
0.042,0.01,0.027,0.544,0.0,0.479
0.033,0.009,0.036,0.559,0.0,0.306
0.047,0.002,0.048,0.594,0.015,0.307
0.026,0.005,0.061,0.691,0.069,0.481
0.029,0.013,0.058,0.779,0.182,0.481
0.008,0.027,0.052,0.812,0.344,0.172
0.054,0.196,0.048,0.821,0.464,0.17
0.08,0.01,0.044,0.837,0.686,0.169
0.048,0.071,0.041,0.855,0.899,0.299
0.056,0.132,0.036,0.839,0.89,0.167
0.037,0.109,0.033,0.829,0.812,0.166
0.01,0.126,0.031,0.813,0.689,0.165
0.064,0.178,0.031,0.796,0.579,0.165
0.04,0.146,0.033,0.776,0.42,0.165
0.048,0.233,0.039,0.771,0.241,0.164
0.041,0.155,0.043,0.766,0.111,0.165
0.069,0.157,0.048,0.755,0.072,0.165
0.021,0.143,0.047,0.734,0.016,0.167
0.011,0.105,0.041,0.731,0.0,0.074
0.039,0.223,0.033,0.692,0.0,0.169
0.002,0.012,0.027,0.621,0.0,0.169
0.002,0.021,0.025,0.571,0.0,0.302
0.047,0.005,0.024,0.547,0.0,0.17
0.001,0.02,0.024,0.536,0.0,0.304
0.039,0.012,0.027,0.535,0.0,0.304
0.025,0.043,0.036,0.549,0.0,0.027
0.022,0.007,0.048,0.587,0.015,0.027
0.033,0.023,0.061,0.687,0.062,0.076
0.033,0.045,0.058,0.781,0.149,0.027
0.0,0.021,0.052,0.825,0.372,0.027
0.004,0.106,0.048,0.839,0.561,0.075
0.021,0.09,0.044,0.865,0.759,0.027
0.068,0.12,0.041,0.882,0.912,0.004
0.024,0.016,0.036,0.87,0.907,0.026
0.007,0.074,0.033,0.855,0.836,0.072
0.063,0.024,0.031,0.839,0.662,0.026
0.078,0.1,0.031,0.823,0.56,0.0
0.059,0.022,0.033,0.801,0.299,0.004
0.038,0.148,0.039,0.79,0.194,0.026
0.043,0.099,0.043,0.783,0.115,0.072
0.027,0.121,0.048,0.77,0.051,0.026
0.039,0.034,0.047,0.739,0.014,0.026
0.015,0.165,0.041,0.729,0.0,0.074
0.016,0.073,0.033,0.694,0.0,0.027
0.004,0.008,0.027,0.622,0.0,0.299
0.016,0.007,0.025,0.574,0.0,0.47
0.035,0.04,0.03,0.549,0.0,0.169
0.064,0.027,0.03,0.53,0.0,0.17
0.013,0.012,0.034,0.535,0.0,0.17
0.045,0.001,0.044,0.553,0.0,0.17
0.018,0.034,0.06,0.595,0.012,0.075
0.036,0.041,0.076,0.689,0.06,0.303
0.006,0.008,0.072,0.771,0.133,0.075
0.024,0.004,0.065,0.812,0.192,0.473
0.075,0.133,0.06,0.823,0.215,0.169
0.132,0.05,0.054,0.843,0.142,0.301
0.071,0.019,0.05,0.858,0.236,0.074
0.031,0.003,0.044,0.849,0.343,0.074
0.027,0.089,0.042,0.832,0.19,0.3
0.05,0.116,0.039,0.816,0.195,0.169
0.017,0.118,0.039,0.795,0.4,0.168
0.031,0.11,0.041,0.782,0.46,0.167
0.018,0.043,0.048,0.78,0.244,0.074
0.021,0.079,0.054,0.771,0.08,0.004
0.056,0.132,0.06,0.76,0.052,0.004
0.037,0.17,0.059,0.728,0.016,0.0
0.04,0.153,0.051,0.717,0.0,0.005
0.024,0.116,0.041,0.689,0.0,0.005
0.044,0.024,0.034,0.631,0.0,0.005
0.045,0.002,0.031,0.589,0.0,0.027
0.032,0.029,0.038,0.559,0.0,0.027
0.005,0.023,0.039,0.539,0.0,0.027
0.054,0.024,0.044,0.533,0.0,0.076
0.027,0.035,0.057,0.534,0.0,0.076
0.018,0.01,0.087,0.531,0.022,0.076
0.002,0.034,0.113,0.552,0.014,0.005
0.007,0.013,0.107,0.601,0.069,0.075
0.007,0.026,0.096,0.655,0.239,0.0
0.013,0.059,0.086,0.698,0.478,0.0
0.068,0.075,0.077,0.722,0.525,0.0
0.015,0.066,0.071,0.743,0.555,0.0
0.058,0.076,0.065,0.729,0.737,0.0
0.049,0.033,0.061,0.703,0.579,0.0
0.064,0.125,0.058,0.676,0.232,0.0
0.029,0.012,0.059,0.665,0.041,0.0
0.027,0.135,0.064,0.658,0.044,0.17
0.055,0.064,0.074,0.669,0.302,0.027
0.044,0.143,0.084,0.67,0.079,0.004
0.037,0.176,0.091,0.657,0.018,0.005
0.046,0.054,0.087,0.637,0.021,0.027
0.008,0.139,0.075,0.632,0.0,0.027
0.075,0.004,0.054,0.629,0.0,0.075
0.02,0.0,0.041,0.597,0.0,0.075
0.015,0.009,0.038,0.544,0.0,0.075
0.004,0.001,0.048,0.507,0.0,0.171
0.021,0.007,0.049,0.485,0.0,0.076
0.004,0.041,0.056,0.479,0.0,0.305
0.029,0.02,0.073,0.484,0.0,0.478
0.056,0.003,0.11,0.477,0.009,0.305
0.014,0.024,0.144,0.477,0.092,0.172
0.042,0.023,0.136,0.503,0.214,0.076
0.017,0.012,0.123,0.548,0.433,0.076
0.077,0.083,0.109,0.587,0.525,0.17
0.057,0.086,0.098,0.623,0.499,0.17
0.066,0.043,0.09,0.658,0.262,0.169
0.009,0.053,0.082,0.647,0.361,0.302
0.035,0.104,0.077,0.616,0.617,0.027
0.046,0.113,0.073,0.586,0.419,0.3
0.049,0.003,0.075,0.565,0.188,0.075
0.013,0.171,0.081,0.557,0.073,0.302
0.032,0.142,0.094,0.572,0.032,0.027
0.004,0.153,0.107,0.592,0.119,0.027
0.003,0.087,0.115,0.595,0.054,0.005
0.05,0.025,0.11,0.591,0.014,0.0
0.007,0.155,0.095,0.608,0.0,0.005
0.025,0.08,0.069,0.622,0.0,0.005
0.086,0.033,0.052,0.571,0.0,0.005
0.014,0.041,0.049,0.528,0.0,0.0
0.052,0.044,0.048,0.505,0.0,0.0
0.052,0.023,0.049,0.497,0.0,0.0
0.035,0.036,0.056,0.5,0.0,0.0
0.009,0.027,0.073,0.523,0.0,0.005
0.017,0.023,0.11,0.566,0.005,0.005
0.034,0.036,0.144,0.677,0.014,0.005
0.011,0.014,0.136,0.768,0.021,0.005
0.07,0.0,0.123,0.818,0.027,0.028
0.013,0.071,0.109,0.834,0.044,0.005
0.034,0.086,0.098,0.854,0.08,0.005
0.116,0.108,0.09,0.875,0.117,0.005
0.049,0.076,0.082,0.859,0.108,0.005
0.024,0.035,0.077,0.847,0.112,0.005
0.009,0.079,0.073,0.835,0.11,0.028
0.031,0.172,0.075,0.818,0.074,0.005
0.015,0.193,0.081,0.8,0.05,0.028
0.02,0.124,0.094,0.798,0.048,0.0
0.05,0.058,0.107,0.794,0.009,0.005
0.004,0.008,0.115,0.786,0.007,0.005
0.019,0.047,0.11,0.754,0.002,0.005
0.042,0.137,0.095,0.74,0.0,0.005
0.016,0.003,0.069,0.702,0.0,0.0
0.009,0.01,0.052,0.633,0.0,0.005
0.01,0.019,0.049,0.588,0.0,0.005
0.068,0.016,0.038,0.562,0.0,0.0
0.073,0.011,0.039,0.549,0.0,0.005
0.022,0.021,0.044,0.553,0.0,0.005
0.057,0.006,0.057,0.568,0.0,0.0
0.008,0.015,0.087,0.606,0.005,0.0
0.007,0.013,0.113,0.701,0.023,0.0
0.004,0.044,0.107,0.79,0.062,0.005
0.011,0.039,0.096,0.844,0.06,0.005
0.015,0.087,0.086,0.847,0.05,0.0
0.027,0.115,0.077,0.862,0.064,0.005
0.019,0.093,0.071,0.88,0.151,0.005
0.091,0.17,0.065,0.867,0.098,0.005
0.026,0.178,0.061,0.853,0.106,0.005
0.006,0.074,0.058,0.834,0.179,0.005
0.004,0.191,0.059,0.821,0.382,0.005
0.045,0.013,0.064,0.798,0.233,0.0
0.004,0.159,0.074,0.792,0.259,0.005
0.028,0.047,0.084,0.782,0.107,0.028
0.002,0.058,0.091,0.761,0.07,0.028
0.055,0.246,0.087,0.734,0.021,0.005
0.04,0.075,0.075,0.725,0.0,0.028
0.015,0.167,0.054,0.701,0.0,0.005
0.003,0.002,0.041,0.633,0.0,0.005
0.022,0.008,0.038,0.582,0.0,0.005
0.047,0.038,0.034,0.556,0.0,0.005
0.022,0.005,0.034,0.548,0.0,0.005
0.025,0.033,0.039,0.553,0.0,0.005
0.0,0.02,0.05,0.571,0.0,0.005
0.03,0.009,0.068,0.599,0.026,0.005
0.051,0.024,0.086,0.69,0.11,0.0
0.022,0.044,0.081,0.77,0.191,0.0
0.058,0.038,0.073,0.803,0.324,0.005
0.031,0.019,0.068,0.806,0.516,0.005
0.046,0.016,0.061,0.823,0.694,0.028
0.046,0.081,0.057,0.846,0.877,0.028
0.119,0.167,0.05,0.837,0.857,0.028
0.033,0.036,0.047,0.826,0.517,0.176
0.036,0.072,0.044,0.811,0.408,0.078
0.042,0.014,0.043,0.793,0.33,0.078
0.04,0.059,0.046,0.775,0.284,0.0
0.011,0.025,0.054,0.768,0.211,0.078
0.037,0.033,0.061,0.755,0.102,0.078
0.058,0.076,0.067,0.747,0.048,0.028
0.038,0.109,0.066,0.726,0.019,0.028
0.01,0.092,0.058,0.712,0.0,0.028
0.051,0.187,0.046,0.685,0.0,0.028
0.111,0.015,0.038,0.625,0.0,0.029
0.002,0.041,0.035,0.576,0.0,0.029
0.029,0.024,0.03,0.546,0.0,0.005
0.036,0.015,0.03,0.531,0.0,0.029
0.013,0.03,0.034,0.52,0.0,0.029
0.016,0.035,0.044,0.513,0.0,0.005
0.05,0.025,0.06,0.491,0.027,0.005
0.015,0.038,0.076,0.473,0.127,0.005
0.041,0.013,0.072,0.502,0.282,0.005
0.011,0.042,0.065,0.546,0.454,0.0
0.062,0.052,0.06,0.579,0.624,0.005
0.021,0.018,0.054,0.613,0.811,0.005
0.056,0.018,0.05,0.647,0.916,0.0
0.045,0.015,0.044,0.638,0.914,0.028
0.075,0.053,0.042,0.612,0.882,0.028
0.011,0.048,0.039,0.593,0.803,0.005
0.039,0.055,0.039,0.58,0.632,0.0
0.02,0.059,0.041,0.574,0.417,0.0
0.012,0.095,0.048,0.584,0.225,0.0
0.002,0.08,0.054,0.597,0.153,0.0
0.028,0.069,0.06,0.595,0.08,0.0
0.027,0.041,0.059,0.587,0.026,0.0
0.022,0.039,0.051,0.595,0.0,0.0
0.037,0.046,0.041,0.598,0.0,0.0
0.043,0.038,0.034,0.553,0.0,0.0
0.036,0.016,0.031,0.513,0.0,0.0
0.031,0.019,0.024,0.486,0.0,0.005
0.001,0.025,0.024,0.477,0.0,0.005
0.024,0.003,0.027,0.481,0.0,0.0
0.051,0.029,0.036,0.496,0.0,0.0
0.018,0.022,0.048,0.52,0.041,0.0
0.009,0.019,0.061,0.584,0.108,0.005
0.001,0.021,0.058,0.656,0.242,0.0
0.029,0.009,0.052,0.706,0.422,0.0
0.012,0.07,0.048,0.731,0.609,0.0
0.064,0.017,0.044,0.749,0.661,0.005
0.026,0.055,0.041,0.771,0.841,0.027
0.089,0.109,0.036,0.766,0.594,0.027
0.052,0.04,0.033,0.744,0.514,0.076
0.053,0.108,0.031,0.727,0.504,0.076
0.029,0.023,0.031,0.714,0.203,0.172
0.064,0.077,0.033,0.706,0.2,0.307
0.019,0.132,0.039,0.71,0.198,0.077
0.002,0.123,0.043,0.713,0.06,0.028
0.035,0.015,0.048,0.701,0.035,0.0
0.063,0.081,0.047,0.672,0.012,0.0
0.021,0.121,0.041,0.665,0.0,0.077
0.033,0.1,0.033,0.642,0.0,0.028
0.025,0.037,0.027,0.589,0.0,0.028
0.015,0.045,0.025,0.542,0.0,0.005
0.02,0.01,0.024,0.511,0.0,0.028
0.043,0.022,0.024,0.495,0.0,0.028
0.013,0.012,0.027,0.49,0.0,0.176
0.042,0.004,0.036,0.495,0.0,0.176
0.024,0.031,0.048,0.499,0.007,0.313
0.031,0.002,0.061,0.521,0.026,0.312
0.022,0.037,0.058,0.568,0.044,0.489
0.022,0.008,0.052,0.62,0.067,0.312
0.02,0.098,0.048,0.661,0.129,0.488
0.054,0.153,0.044,0.685,0.145,0.621
0.004,0.017,0.041,0.702,0.172,0.486
0.034,0.122,0.036,0.688,0.195,0.31
0.041,0.072,0.033,0.662,0.216,0.31
0.024,0.049,0.031,0.636,0.38,0.486
0.015,0.014,0.031,0.626,0.187,0.486
0.048,0.059,0.033,0.62,0.22,0.485
0.06,0.194,0.039,0.636,0.149,0.31
0.048,0.192,0.043,0.643,0.089,0.485
0.051,0.175,0.048,0.637,0.05,0.174
0.033,0.147,0.047,0.611,0.016,0.311
0.04,0.02,0.041,0.606,0.0,0.028
0.069,0.117,0.033,0.594,0.0,0.313
0.009,0.005,0.027,0.546,0.0,0.313
0.025,0.004,0.025,0.506,0.0,0.314
0.037,0.021,0.02,0.475,0.0,0.078
0.004,0.021,0.02,0.459,0.0,0.005
0.037,0.003,0.021,0.455,0.0,0.005
0.017,0.045,0.027,0.459,0.0,0.005
0.015,0.011,0.033,0.46,0.018,0.005
0.041,0.008,0.042,0.467,0.08,0.005
0.019,0.035,0.043,0.502,0.238,0.005
0.024,0.008,0.041,0.556,0.179,0.078
0.06,0.017,0.039,0.599,0.244,0.078
0.054,0.015,0.036,0.637,0.52,0.078
0.054,0.054,0.033,0.673,0.781,0.312
0.003,0.067,0.029,0.662,0.474,0.175
0.02,0.004,0.027,0.633,0.562,0.175
0.015,0.096,0.025,0.609,0.321,0.486
0.019,0.03,0.026,0.593,0.491,0.31
0.031,0.055,0.026,0.587,0.215,0.077
0.057,0.038,0.03,0.602,0.196,0.078
0.01,0.069,0.032,0.622,0.112,0.078
0.02,0.045,0.034,0.622,0.089,0.028
0.003,0.009,0.034,0.61,0.023,0.028
0.026,0.044,0.031,0.616,0.0,0.005
0.048,0.092,0.026,0.63,0.0,0.028
0.045,0.042,0.023,0.579,0.0,0.0
0.025,0.028,0.021,0.531,0.0,0.0
0.012,0.005,0.018,0.509,0.0,0.005
0.005,0.027,0.017,0.5,0.0,0.005
0.048,0.031,0.019,0.504,0.0,0.028
0.011,0.035,0.024,0.526,0.0,0.028
0.039,0.018,0.029,0.567,0.026,0.08
0.054,0.013,0.037,0.67,0.127,0.079
0.025,0.026,0.038,0.758,0.255,0.028
0.026,0.024,0.036,0.806,0.351,0.028
0.068,0.046,0.035,0.825,0.427,0.176
0.068,0.051,0.032,0.847,0.315,0.312
0.098,0.039,0.029,0.868,0.462,0.488
0.01,0.068,0.025,0.862,0.378,0.175
0.048,0.034,0.024,0.853,0.353,0.311
0.044,0.065,0.022,0.836,0.306,0.311
0.075,0.078,0.023,0.823,0.231,0.311
0.006,0.022,0.023,0.796,0.117,0.623
0.002,0.101,0.026,0.786,0.112,0.623
0.0,0.037,0.028,0.781,0.057,0.753
0.005,0.093,0.03,0.769,0.035,0.488
0.021,0.087,0.03,0.741,0.012,0.571
0.049,0.048,0.027,0.725,0.0,0.531
0.03,0.117,0.023,0.7,0.0,0.505
